nomination_id,year,award,name,is_winner,movie
818,2005,Best Actress,Candela Peña,Winner, Princesas
819,2005,Best Actress,Adriana Ozores,Nominated, Heroine
820,2005,Best Actress,Nathalie Poza,Nominated, Hard Times
821,2005,Best Actress,Emma Vilarasau,Nominated, Para Que No Me Olvides
822,2005,Best Supporting Actor,Carmelo Gómez,Winner, The Method
823,2005,Best Supporting Actor,Fernando Guillén,Nominated, Other Days Will Come
824,2005,Best Supporting Actor,Javier Cámara,Nominated, The Secret Life of Words
825,2005,Best Supporting Actor,Enrique Villén,Nominated, Ninette
826,2005,Best Supporting Actress,Elvira Mínguez,Winner, Tapas
827,2005,Best Supporting Actress,Pilar López de Ayala,Nominated, Obaba
828,2005,Best Supporting Actress,Marta Etura,Nominated, Para Que No Me Olvides
829,2005,Best Supporting Actress,Verónica Sánchez,Nominated, Camarón: When Flamenco Became Legend
830,2005,Best Original Screenplay, Isabel Coixet,Winner,The Secret Life of Words
831,2005,Best Original Screenplay, Rafael Cobos and Alberto Rodríguez,Nominated,7 Virgins
832,2005,Best Original Screenplay, Fernando León de Aranoa,Nominated,Princesas
833,2005,Best Original Screenplay, Eduard Cortés and Piti Español,Nominated,Other Days Will Come
834,2005,Best Adapted Screenplay, Mateo Gil and Marcelo Piñeyro,Winner,The Method
835,2005,Best Adapted Screenplay, Roberto Santiago,Nominated,The Longest Penalty Shot in the World
836,2005,Best Adapted Screenplay, Montxo Armendáriz,Nominated,Obaba
837,2005,Best Adapted Screenplay, José Luis Garci and Horacio Valcárcel,Nominated,Ninette
838,2005,Best New Actor,Jesús Carroza,Winner, 7 Virgins
839,2005,Best New Actor,Luis Callejo,Nominated, Princesas
840,2005,Best New Actor,Pablo Echarri,Nominated, The Method
841,2005,Best New Actor,Álex González,Nominated, Segundo Asalto
842,2005,Best New Actress,Micaela Nevárez,Winner, Princesas
843,2005,Best New Actress,Isabel Ampudia,Nominated, 15 Días Contigo
844,2005,Best New Actress,Bárbara Lennie,Nominated, Obaba
845,2005,Best New Actress,Alba Rodríguez,Nominated, 7 Virgins
846,2005,Best Spanish Language Foreign Film,Argentina,Winner,Blessed by Fire 
847,2005,Best Spanish Language Foreign Film,Uruguay,Nominated,Alma Mater 
848,2005,Best Spanish Language Foreign Film,Chile,Nominated,My Best Enemy 
849,2005,Best Spanish Language Foreign Film,Colombia,Nominated,Rosario Tijeras 
850,2005,Best European Film,UK,Winner,Match Point 
851,2005,Best European Film,Germany,Nominated,Downfall 
852,2005,Best European Film,France,Nominated,The Chorus 
853,2005,Best European Film,UK,Nominated,The Constant Gardener 
854,2005,Best New Director, Tapas,Winner,José Corbacho and Juan Cruz
855,2005,Best New Director, Aupa Etxebeste!,Nominated,Asier Altuna and Telmo Esnal
856,2005,Best New Director, El Habitante Incierto,Nominated,Guillem Morales
857,2005,Best New Director, Life and Colour,Nominated,Santiago Tabernero
858,2005,Best Animated Film,,Winner,Midsummer Dream
859,2005,Best Animated Film,,Nominated,Gisaku
860,2006,Film,,Winner,Volver
861,2006,Film,,Nominated,Alatriste
862,2006,Film,,Nominated,Pan's Labyrinth
863,2006,Film,,Nominated,Salvador (Puig Antich)
864,2006,Director,Pedro Almodóvar,Winner, Volver
865,2006,Director,Agustín Díaz Yanes,Nominated, Alatriste
866,2006,Director,Guillermo del Toro,Nominated, Pan's Labyrinth
867,2006,Director,Manuel Huerga,Nominated, Salvador (Puig Antich)
868,2006,Best Actor,Juan Diego,Winner, Go Away from Me
869,2006,Best Actor,Daniel Brühl,Nominated, Salvador (Puig Antich)
870,2006,Best Actor,Sergi López,Nominated, Pan's Labyrinth
871,2006,Best Actor,Viggo Mortensen,Nominated, Alatriste
872,2006,Best Actress,Penélope Cruz,Winner, Volver
873,2006,Best Actress,Silvia Abascal,Nominated, La Dama Boba
874,2006,Best Actress,Marta Etura,Nominated, Azuloscurocasinegro
875,2006,Best Actress,Maribel Verdú,Nominated, Pan's Labyrinth
876,2006,Best Supporting Actor,Antonio de la Torre,Winner, Azuloscurocasinegro
877,2006,Best Supporting Actor,Leonardo Sbaraglia,Nominated, Salvador (Puig Antich)
878,2006,Best Supporting Actor,Juan Echanove,Nominated, Alatriste
879,2006,Best Supporting Actor,Juan Diego Botto,Nominated, Go Away from Me
880,2006,Best Supporting Actress,Carmen Maura,Winner, Volver
881,2006,Best Supporting Actress,Ariadna Gil,Nominated, Alatriste
882,2006,Best Supporting Actress,Lola Dueñas,Nominated, Volver
883,2006,Best Supporting Actress,Blanca Portillo,Nominated, Volver
884,2006,Best Original Screenplay, Guillermo del Toro,Winner,Pan's Labyrinth
885,2006,Best Original Screenplay, Pedro Almodóvar,Nominated,Volver
886,2006,Best Original Screenplay, Daniel Sánchez Arévalo,Nominated,Azuloscurocasinegro
887,2006,Best Original Screenplay, Jorge Sánchez-Cabezudo,Nominated,The Night of the Sunflowers
888,2006,Best Adapted Screenplay, Lluís Arcarazo,Winner,Salvador (Puig Antich)
889,2006,Best Adapted Screenplay, Agustín Díaz Yanes,Nominated,Alatriste
890,2006,Best Adapted Screenplay, Antonio Soler,Nominated,Summer Rain
891,2006,Best Adapted Screenplay, José Luis Cuerda,Nominated,The Education of Fairies
892,2006,Best New Actor,Quim Gutiérrez,Winner, Azuloscurocasinegro
893,2006,Best New Actor,Alberto Amarilla,Nominated, Summer Rain
894,2006,Best New Actor,Javier Cifrián,Nominated, The Near East
895,2006,Best New Actor,Walter Vidarte,Nominated, The Night of the Sunflowers
896,2006,Best New Actress,Ivana Baquero,Winner, Pan's Labyrinth
897,2006,Best New Actress,Bebe,Nominated, The Education of Fairies
898,2006,Best New Actress,Verónica Echegui,Nominated, My Name Is Juani
899,2006,Best New Actress,Adriana Ugarte,Nominated, Doghead
900,2006,Best Spanish Language Foreign Film,Argentina,Winner,The Hands 
901,2006,Best Spanish Language Foreign Film,Bolivia,Nominated,American Visa 
902,2006,Best Spanish Language Foreign Film,Chile,Nominated,En la cama 
903,2006,Best Spanish Language Foreign Film,Colombia,Nominated,A Ton of Luck 
904,2006,Best European Film,UK,Winner,The Queen 
905,2006,Best European Film,UK,Nominated,Copying Beethoven 
906,2006,Best European Film,UK,Nominated,Scoop 
907,2006,Best European Film,Ireland,Nominated,The Wind That Shakes the Barley 
908,2006,Best New Director, Azuloscurocasinegro,Winner,Daniel Sánchez Arévalo
909,2006,Best New Director, Crossing Borders,Nominated,Carlos Iglesias
910,2006,Best New Director, What I Know About Lola,Nominated,Javier Rebollo
911,2006,Best New Director, The Night of the Sunflowers,Nominated,Jorge Sánchez-Cabezudo
912,2006,Best Animated Film,,Winner,El Ratón Pérez
913,2006,Best Animated Film,,Nominated,De profundis
914,2006,Best Animated Film,,Nominated,El cubo mágico
915,2006,Best Animated Film,,Nominated,"Teo, cazador intergaláctico"
916,2007,Film,,Winner,Solitary Fragments
917,2007,Film,,Nominated,13 Roses
918,2007,Film,,Nominated,The Orphanage
919,2007,Film,,Nominated,Seven Billiard Tables
920,2007,Director,Jaime Rosales,Winner, Solitary Fragments
921,2007,Director,Icíar Bollaín,Nominated, Mataharis
922,2007,Director,Emilio Martínez Lázaro,Nominated, 13 Roses
923,2007,Director,Gracia Querejeta,Nominated, Seven Billiard Tables
924,2007,Best Actor,Alberto San Juan,Winner, Under the Stars
925,2007,Best Actor,Alfredo Landa,Nominated, Sunday Light
926,2007,Best Actor,Álvaro de Luna,Nominated, El Prado de las Estrellas
927,2007,Best Actor,Tristán Ulloa,Nominated, Mataharis
928,2007,Best Actress,Maribel Verdú,Winner, Seven Billiard Tables
929,2007,Best Actress,Blanca Portillo,Nominated, Seven Billiard Tables
930,2007,Best Actress,Belén Rueda,Nominated, The Orphanage
931,2007,Best Actress,Emma Suárez,Nominated, Under the Stars
932,2007,Best Supporting Actor,José Manuel Cervino,Winner, Thirteen Roses
933,2007,Best Supporting Actor,Raúl Arévalo,Nominated, Seven Billiard Tables
934,2007,Best Supporting Actor,Emilio Gutiérrez Cava,Nominated, Suso's Tower
935,2007,Best Supporting Actor,Carlos Larrañaga,Nominated, Sunday Light
936,2007,Best Supporting Actor,Julián Villagrán,Nominated, Under the Stars
937,2007,Best Supporting Actress,Amparo Baró,Winner, Seven Billiard Tables
938,2007,Best Supporting Actress,Geraldine Chaplin,Nominated, The Orphanage
939,2007,Best Supporting Actress,Nuria González,Nominated, Mataharis
940,2007,Best Supporting Actress,María Vázquez,Nominated, Mataharis
941,2007,Best Original Screenplay, Félix Viscarret,Winner,Under the Stars
942,2007,Best Original Screenplay, Ventura Pons,Nominated,Barcelona (Un Mapa)
943,2007,Best Original Screenplay, Imanol Uribe,Nominated,The Nautical Chart
944,2007,Best Original Screenplay, Tristán Ulloa,Nominated,Pudor
945,2007,Best Original Screenplay, Laura Santullo,Nominated,The Zone
946,2007,Best Adapted Screenplay, Sergio G. Sánchez,Winner,The Orphanage
947,2007,Best Adapted Screenplay, Ignacio Martínez de Pisón,Nominated,13 Roses
948,2007,Best Adapted Screenplay, Icíar Bollaín and Tatiana Rodríguez,Nominated,Mataharis
949,2007,Best Adapted Screenplay, Gonzalo Suárez,Nominated,Oviedo Express
950,2007,Best Adapted Screenplay, Gracia Querejeta and David Planell,Nominated,Seven Billiard Tables
951,2007,Best New Actor,José Luis Torrijo,Winner, Solitary Fragments
952,2007,Best New Actor,Óscar Abad,Nominated, El Prado de las Estrellas
953,2007,Best New Actor,Gonzalo de Castro,Nominated, Suso's Tower
954,2007,Best New Actor,Roger Princep,Nominated, The Orphanage
955,2007,Best New Actress,Manuela Velasco,Winner, Rec
956,2007,Best New Actress,Gala Évora,Nominated, Lola: The Movie
957,2007,Best New Actress,Bárbara Goenaga,Nominated, Oviedo Express
958,2007,Best New Actress,Nadia de Santiago,Nominated, 13 Roses
959,2007,Best Spanish Language Foreign Film,Argentina,Winner,XXY 
960,2007,Best Spanish Language Foreign Film,Cuba,Nominated,The Silly Age 
961,2007,Best Spanish Language Foreign Film,Peru,Nominated,Black Butterfly 
962,2007,Best Spanish Language Foreign Film,Chile,Nominated,Padre nuestro 
963,2007,Best Animated Film,,Winner,Nocturna
964,2007,Best Animated Film,,Nominated,Azur & Asmar: The Princes' Quest
965,2007,Best Animated Film,,Nominated,Betizu Eta Urrezko Zintzarria
966,2007,Best Animated Film,,Nominated,En Busca de la Piedra Mágica
967,2007,Best New Director, The Orphanage,Winner,Juan Antonio Bayona
968,2007,Best New Director, Under the Stars,Nominated,Félix Viscarret
969,2007,Best New Director, Suso's Tower,Nominated,Tom Fernández
970,2007,Best New Director, Pudor,Nominated,David and Tristán Ulloa
971,2008,Film,,Winner,Camino
972,2008,Film,,Nominated,The Blind Sunflowers
973,2008,Film,,Nominated,Just Walking
974,2008,Film,,Nominated,The Oxford Murders
975,2008,Director,Javier Fesser,Winner, Camino
976,2008,Director,José Luis Cuerda,Nominated, The Blind Sunflowers
977,2008,Director,Álex de la Iglesia,Nominated, The Oxford Murders
978,2008,Director,Agustín Díaz Yanes,Nominated, Just Walking
979,2008,Best Actor,Benicio del Toro,Winner, Che (Part I): The Argentine
980,2008,Best Actor,Raúl Arévalo,Nominated, The Blind Sunflowers
981,2008,Best Actor,Javier Cámara,Nominated, Chef's Special
982,2008,Best Actor,Diego Luna,Nominated, Just Walking
983,2008,Best Actress,Carme Elías,Winner, Camino
984,2008,Best Actress,Maribel Verdú,Nominated, The Blind Sunflowers
985,2008,Best Actress,Verónica Echegui,Nominated, My Prison Yard
986,2008,Best Actress,Ariadna Gil,Nominated, Just Walking
987,2008,Best Supporting Actor,Jordi Dauder,Winner, Camino
988,2008,Best Supporting Actor,José Ángel Egido,Nominated, The Blind Sunflowers
989,2008,Best Supporting Actor,Fernando Tejero,Nominated, Chef's Special
990,2008,Best Supporting Actor,José María Yazpik,Nominated, Just Walking
991,2008,Best Supporting Actress,Penélope Cruz,Winner, Vicky Cristina Barcelona
992,2008,Best Supporting Actress,Elvira Mínguez,Nominated, Cowards
993,2008,Best Supporting Actress,Rosana Pastor,Nominated, The El Escorial Conspiracy
994,2008,Best Supporting Actress,Tina Sáinz,Nominated, Sangre de mayo
995,2008,Best Original Screenplay, Javier Fesser,Winner,Camino
996,2008,Best Original Screenplay," Ignacio del Moral, Dionisio Pérez and José Antonio Quirós",Nominated,Ashes of Heaven
997,2008,Best Original Screenplay, Agustín Díaz Yanes,Nominated,Just Walking
998,2008,Best Original Screenplay, Chus Gutiérrez and Juan Carlos Rubio,Nominated,Return to Hansala
999,2008,Best Adapted Screenplay, Rafael Azcona and Jose Luis Cuerda,Winner,The Blind Sunflowers
1000,2008,Best Adapted Screenplay, Peter Buchman,Nominated,Che (Part I): The Argentine
1001,2008,Best Adapted Screenplay, Jorge Guerricaechevarría and Álex de la Iglesia,Nominated,The Oxford Murders
1002,2008,Best Adapted Screenplay, Ángeles González Sinde,Nominated,One Word from You
1003,2008,Best New Actor,El Langui,Winner, El Truco del Manco
1004,2008,Best New Actor,Luis Bermejo,Nominated, One Word from You
1005,2008,Best New Actor,Álvaro Cervantes,Nominated, The Hanged Man
1006,2008,Best New Actor,Martiño Rivas,Nominated, The Blind Sunflowers
1007,2008,Best New Actress,Nerea Camacho,Winner, Camino
1008,2008,Best New Actress,Farah Hamed,Nominated, Return to Hansala
1009,2008,Best New Actress,Esperanza Pedreño,Nominated, One Word from You
1010,2008,Best New Actress,Ana Wagener,Nominated, My Prison Yard
1011,2008,Best Spanish Language Foreign Film,Chile,Winner,The Good Life 
1012,2008,Best Spanish Language Foreign Film,Uruguay,Nominated,Acné 
1013,2008,Best Spanish Language Foreign Film,Colombia,Nominated,Dog Eat Dog 
1014,2008,Best Spanish Language Foreign Film,Mexico,Nominated,Lake Tahoe 
1015,2008,Best European Film,Romania,Winner,"4 Months, 3 Weeks and 2 Days "
1016,2008,Best European Film,UK,Nominated,The Boy in the Striped Pyjamas 
1017,2008,Best European Film,UK,Nominated,The Dark Knight 
1018,2008,Best European Film,Germany,Nominated,The Edge of Heaven 
1019,2008,Best New Director, El Truco del Manco,Winner,Santiago Zannou
1020,2008,Best New Director, A Fiancé for Yasmina,Nominated,Irene Cardona
1021,2008,Best New Director, My Prison Yard,Nominated,Belén Macías
1022,2008,Best New Director, Timecrimes,Nominated,Nacho Vigalondo
1023,2008,Best Animated Film,,Winner,Missing Lynx
1024,2008,Best Animated Film,,Nominated,Donkey Xote
1025,2008,Best Animated Film,,Nominated,Spirit of the Forest
1026,2008,Best Animated Film,,Nominated,"RH+, El Vampiro de Sevilla"
1027,2009,Best Film,,Winner,Cell 211
1028,2009,Best Film,,Nominated,Agora
1029,2009,Best Film,,Nominated,The Dancer and the Thief
1030,2009,Best Film,,Nominated,The Secret in Their Eyes
1031,2009,Best Director,Daniel Monzón ,Winner, Cell 211
1032,2009,Best Director,Alejandro Amenábar ,Nominated, Agora
1033,2009,Best Director,Fernando Trueba ,Nominated, The Dancer and the Thief
1034,2009,Best Director,Juan José Campanella ,Nominated, The Secret in Their Eyes
1035,2009,Best Actor,Luis Tosar ,Winner, Cell 211
1036,2009,Best Actor,Jordi Mollà ,Nominated, El cónsul de Sodoma
1037,2009,Best Actor,Ricardo Darín ,Nominated, The Secret in Their Eyes
1038,2009,Best Actor,Antonio de la Torre ,Nominated, Gordos
1039,2009,Best Actress,Lola Dueñas ,Winner," Yo, también"
1040,2009,Best Actress,Rachel Weisz ,Nominated, Agora
1041,2009,Best Actress,Penélope Cruz ,Nominated, Broken Embraces
1042,2009,Best Actress,Maribel Verdú ,Nominated, Tetro
1043,2009,Best Supporting Actor,Raúl Arévalo ,Winner, Gordos
1044,2009,Best Supporting Actor,Carlos Bardem ,Nominated, Cell 211
1045,2009,Best Supporting Actor,Antonio Resines ,Nominated, Cell 211
1046,2009,Best Supporting Actor,Ricardo Darín ,Nominated, The Dancer and the Thief
1047,2009,Best Supporting Actress,Marta Etura ,Winner, Cell 211
1048,2009,Best Supporting Actress,Vicky Peña ,Nominated, El cónsul de Sodoma
1049,2009,Best Supporting Actress,Pilar Castro ,Nominated, Gordos
1050,2009,Best Supporting Actress,Verónica Sánchez ,Nominated, Gordos
1051,2009,Best Original Screenplay, Alejandro Amenábar and Mateo Gil,Winner,Agora 
1052,2009,Best Original Screenplay, Rafael Cobos and Alberto Rodríguez Llibrero,Nominated,After 
1053,2009,Best Original Screenplay, Daniel Sánchez Arévalo,Nominated,Gordos 
1054,2009,Best Original Screenplay, Pedro Almodóvar,Nominated,Broken Embraces 
1055,2009,Best Adapted Screenplay, Jorge Gerricaechevarría and Daniel Monzón,Winner,Cell 211 
1056,2009,Best Adapted Screenplay," Antonio Skármeta, Fernando Trueba and Jonás Trueba",Nominated,The Dancer and the Thief 
1057,2009,Best Adapted Screenplay," Miguel Dalmau, Miguel Ángel Fernández, Joaquín Górriz and Sigfrid Monleón",Nominated,El cónsul de Sodoma 
1058,2009,Best Adapted Screenplay, Juan José Campanella and Eduardo Sacheri,Nominated,The Secret in Their Eyes 
1059,2009,Best New Actor,Alberto Ammann ,Winner, Cell 211
1060,2009,Best New Actor,Fernando Albizu ,Nominated, Gordos
1061,2009,Best New Actor,Gorka Otxoa ,Nominated, Friend Zone
1062,2009,Best New Actor,Pablo Pineda ,Nominated," Yo, también"
1063,2009,Best New Actress,Soledad Villamil ,Winner, The Secret in Their Eyes
1064,2009,Best New Actress,Blanca Romero ,Nominated, After
1065,2009,Best New Actress,Leticia Hererro ,Nominated, Gordos
1066,2009,Best New Actress,Nausicaa Bonnin ,Nominated, Tres dies amb la família
1067,2009,Best Spanish Language Foreign Film,Argentina,Winner,The Secret in Their Eyes 
1068,2009,Best Spanish Language Foreign Film,Chile,Nominated,Dawson Isla 10 
1069,2009,Best Spanish Language Foreign Film,Uruguay,Nominated,Giant 
1070,2009,Best Spanish Language Foreign Film,Peru,Nominated,The Milk of Sorrow 
1071,2009,Best European Film,UK,Winner,Slumdog Millionaire 
1072,2009,Best European Film,France,Nominated,The Class 
1073,2009,Best European Film,Sweden,Nominated,Let the Right One In 
1074,2009,Best European Film,France,Nominated,Welcome to the Sticks 
1075,2009,Best New Director, Tres dies amb la família,Winner,Mar Coll 
1076,2009,Best New Director, La vergüenza,Nominated,David Planell 
1077,2009,Best New Director, Friend Zone,Nominated,Borja Cobeaga 
1078,2009,Best New Director," Yo, también",Nominated,Antonio Naharro and Álvaro Pastor 
1079,2009,Best Animated Film,,Winner,Planet 51
1080,2009,Best Animated Film,,Nominated,Animal Channel
1081,2009,Best Animated Film,,Nominated,"Pérez, el ratoncito de tus sueños 2"
1082,2009,Best Animated Film,,Nominated,Cher ami
1083,2010,Best Film,,Winner,Black Bread
1084,2010,Best Film,,Nominated,The Last Circus
1085,2010,Best Film,,Nominated,Buried
1086,2010,Best Film,,Nominated,Even the Rain
1087,2010,Best Director,Agustí Villaronga,Winner, Black Bread
1088,2010,Best Director,Álex de la Iglesia,Nominated, The Last Circus
1089,2010,Best Director,Rodrigo Cortés,Nominated, Buried
1090,2010,Best Director,Icíar Bollaín,Nominated, Even the Rain
1091,2010,Best Actor,Javier Bardem,Winner, Biutiful
1092,2010,Best Actor,Antonio de la Torre,Nominated, The Last Circus
1093,2010,Best Actor,Ryan Reynolds,Nominated, Buried
1094,2010,Best Actor,Luis Tosar,Nominated, Even the Rain
1095,2010,Best Actress,Nora Navas,Winner, Black Bread
1096,2010,Best Actress,Elena Anaya,Nominated, Room in Rome
1097,2010,Best Actress,Emma Suárez,Nominated, The Mosquito Net
1098,2010,Best Actress,Belén Rueda,Nominated, Julia's Eyes
1099,2010,Best Supporting Actor,Karra Elejalde,Winner, Even the Rain
1100,2010,Best Supporting Actor,Eduard Fernández,Nominated, Biutiful
1101,2010,Best Supporting Actor,Álex Angulo,Nominated, El Gran Vázquez
1102,2010,Best Supporting Actor,Sergi López,Nominated, Black Bread
1103,2010,Best Supporting Actress,Laia Marull,Winner, Black Bread
1104,2010,Best Supporting Actress,Terele Pávez,Nominated, The Last Circus
1105,2010,Best Supporting Actress,Ana Wagener,Nominated, Biutiful
1106,2010,Best Supporting Actress,Pilar López de Ayala,Nominated, Lope
1107,2010,Best New Actor,Francesc Colomer,Winner, Black Bread
1108,2010,Best New Actor,Manuel Camacho,Nominated, Entrelobos
1109,2010,Best New Actor,Juan Carlos Aduviri,Nominated, Even the Rain
1110,2010,Best New Actor,Oriol Vila,Nominated, Todas Las Canciones Hablan de Mí
1111,2010,Best New Actress,Marina Comas,Winner, Black Bread
1112,2010,Best New Actress,Carolina Bang,Nominated, The Last Circus
1113,2010,Best New Actress,Natasha Yarovenko,Nominated, Room in Rome
1114,2010,Best New Actress,Aura Garrido,Nominated, Planes Para Mañana
1115,2010,Original Screenplay, Chris Sparling,Winner,Buried 
1116,2010,Original Screenplay, Álex de la Iglesia,Nominated,The Last Circus 
1117,2010,Original Screenplay," Alejandro González Iñárritu, Armando Bó and Nicolás Giacobone",Nominated,Biutiful 
1118,2010,Original Screenplay, Paul Laverty,Nominated,Even the Rain 
1119,2010,Adapted Screenplay, Agustí Villaronga,Winner,Black Bread 
1120,2010,Adapted Screenplay, Jordi Cadena,Nominated,Elisa K 
1121,2010,Adapted Screenplay, Julio Medem,Nominated,Room in Rome 
1122,2010,Adapted Screenplay, Ramón Salazar,Nominated,Three Steps Above Heaven 
1123,2010,Best Spanish Language Foreign Film,Chile,Winner,The Life of Fish 
1124,2010,Best Spanish Language Foreign Film,Peru,Nominated,Undertow 
1125,2010,Best Spanish Language Foreign Film,Argentina,Nominated,The Man Next Door 
1126,2010,Best Spanish Language Foreign Film,Mexico,Nominated,Hell 
1127,2010,Best European Film,UK,Winner,The King's Speech 
1128,2010,Best European Film,France,Nominated,A Prophet 
1129,2010,Best European Film,France/Germany/UK,Nominated,The Ghost Writer 
1130,2010,Best European Film,Germany,Nominated,The White Ribbon 
1131,2010,Best New Director, Bon Appétit,Winner,David Pinillos 
1132,2010,Best New Director, Pájaros de Papel,Nominated,Emilio Aragón 
1133,2010,Best New Director, Planes Para Mañana,Nominated,Juana Macías 
1134,2010,Best New Director, Todas Las Canciones Hablan de Mí,Nominated,Jonás Trueba 
1135,2010,Best Animated Film,,Winner,Chico and Rita
